primerid	contrast	nomP	coef	adjP	donorID	group_type	dir
ATP2A3	Time	0.318239087677103	0.00466844498051133	0.635114625548035	PTID4	B-naive	increasing over time
RASAL3	Time	0.174732282080141	0.00466576711398742	0.526530759180051	PTID4	B-naive	increasing over time
PRDX5	Time	0.161780346903632	0.00466220456362332	0.516476126341407	PTID4	B-naive	increasing over time
ANAPC16	Time	0.00574054087970209	0.0046544925423484	0.155407922695295	PTID4	B-naive	increasing over time
TMEM30A	Time	0.232441454708047	0.00464174323424306	0.570168055004304	PTID4	B-naive	increasing over time
SLC16A7	Time	0.297533852537619	0.00463513101359003	0.623514983872957	PTID4	B-naive	increasing over time
CCDC91	Time	0.185386145228035	0.00463232919790471	0.539177840423445	PTID4	B-naive	increasing over time
TRIM38	Time	0.729371688151719	0.00462522333073823	0.865550144494172	PTID4	B-naive	increasing over time
CCDC12	Time	0.656919460303441	0.00461931676367849	0.832278342817988	PTID4	B-naive	increasing over time
IRF3	Time	0.312782478623365	0.00461643120792443	0.635114625548035	PTID4	B-naive	increasing over time
ELK4	Time	0.320226015506014	0.00461079528299008	0.635114625548035	PTID4	B-naive	increasing over time
MED10	Time	0.192199416899732	0.00459624937820424	0.546556997301422	PTID4	B-naive	increasing over time
FBXL15	Time	0.0709423915681998	0.00459548214855036	0.39948466353232	PTID4	B-naive	increasing over time
OGFRL1	Time	0.13721394989155	0.00458580494622784	0.491004852532261	PTID4	B-naive	increasing over time
RAMMET	Time	0.0547644248010315	0.00458482555344614	0.360550220869048	PTID4	B-naive	increasing over time
KIF2A	Time	0.681230788620413	0.00457979254583812	0.841959455329247	PTID4	B-naive	increasing over time
VBP1	Time	0.103415436303715	0.00456900339651509	0.445512827137668	PTID4	B-naive	increasing over time
APOBEC3C	Time	0.653010211874111	0.0045607617791919	0.82912249653165	PTID4	B-naive	increasing over time
SNW1	Time	0.193540853810331	0.00455218770542287	0.547672288454972	PTID4	B-naive	increasing over time
PSMA2	Time	0.645271876433212	0.0045449839574962	0.825760044650206	PTID4	B-naive	increasing over time
LHPP	Time	0.163991853841775	0.00454304332462503	0.516769046643039	PTID4	B-naive	increasing over time
UBL3	Time	0.442490880961119	0.00453054314603887	0.712241917928288	PTID4	B-naive	increasing over time
TBC1D22A	Time	0.577223271480489	0.00452780673729614	0.784973132319711	PTID4	B-naive	increasing over time
ST8SIA4	Time	0.295222105189822	0.00452506986456594	0.621422426466222	PTID4	B-naive	increasing over time
MAD1L1	Time	0.0825396399647193	0.00452259728451912	0.412576280119069	PTID4	B-naive	increasing over time
FRYL	Time	0.42820447386919	0.00452156552354513	0.705342360884375	PTID4	B-naive	increasing over time
MTMR14	Time	0.196627969365091	0.00451924098871551	0.550363149984673	PTID4	B-naive	increasing over time
TENT5C	Time	0.367778623507648	0.00450797176986345	0.661298013788459	PTID4	B-naive	increasing over time
ESCO1	Time	0.221812905519165	0.00450432810808782	0.566663151122479	PTID4	B-naive	increasing over time
BANK1	Time	0.713334720710402	0.00449803431125195	0.857563675793068	PTID4	B-naive	increasing over time
AFF4	Time	0.485127852761381	0.00449270660321008	0.735228553917246	PTID4	B-naive	increasing over time
RFTN1	Time	0.0086231250578106	0.00449186081722272	0.184687691111589	PTID4	B-naive	increasing over time
RNF145	Time	0.396374907171074	0.00447610278357999	0.682959616021851	PTID4	B-naive	increasing over time
TOX4	Time	0.205916452760852	0.00447182074400898	0.555664660803979	PTID4	B-naive	increasing over time
DNAJA1	Time	0.441719802026172	0.00447142163310549	0.712241917928288	PTID4	B-naive	increasing over time
MTCH1	Time	0.539841531020987	0.00446253519889289	0.77016177950043	PTID4	B-naive	increasing over time
ITGB3BP	Time	0.357979477872221	0.00446056914037041	0.6541609432166	PTID4	B-naive	increasing over time
KDM2A	Time	0.462306185209482	0.00444639956031509	0.725960153479763	PTID4	B-naive	increasing over time
AC103591.3	Time	0.212395756934287	0.00444108515341902	0.557039465370059	PTID4	B-naive	increasing over time
IRAK1	Time	0.277850297323955	0.00444001571402142	0.607647689067506	PTID4	B-naive	increasing over time
ZNF639	Time	0.145009432670291	0.00443257643300746	0.49458922279921	PTID4	B-naive	increasing over time
DPEP2	Time	0.220544855009748	0.00442553773935139	0.564994360076948	PTID4	B-naive	increasing over time
RANBP2	Time	0.145482742626916	0.00441348044467864	0.49458922279921	PTID4	B-naive	increasing over time
IFNGR1	Time	0.00818038451529866	0.00440374930988	0.182104834557389	PTID4	B-naive	increasing over time
SAMD9L	Time	0.215094163803641	0.00440091171224785	0.559476287710622	PTID4	B-naive	increasing over time
ERO1A	Time	0.124214925336575	0.00438747647784528	0.474037380041297	PTID4	B-naive	increasing over time
HIST2H2AC	Time	0.432955227509603	0.00438262555456903	0.709158029957645	PTID4	B-naive	increasing over time
IFI16	Time	0.490854781625651	0.00437768988735465	0.735880311027927	PTID4	B-naive	increasing over time
TBPL1	Time	0.134794637286058	0.00436778841296515	0.486295365219637	PTID4	B-naive	increasing over time
MRPS35	Time	0.319594881518089	0.00436049559703491	0.635114625548035	PTID4	B-naive	increasing over time
NKG7	Time	0.112902035125834	0.00434387855874699	0.465479166655918	PTID4	B-naive	increasing over time
GRIPAP1	Time	0.3444840147602	0.00434384046303188	0.650126436542121	PTID4	B-naive	increasing over time
PTPMT1	Time	0.362631502695096	0.00434066526740995	0.65582604144835	PTID4	B-naive	increasing over time
ARHGEF1	Time	0.0196291431818287	0.00433688574159791	0.262298477204424	PTID4	B-naive	increasing over time
USE1	Time	0.37272055046202	0.00433397273143304	0.666281870783513	PTID4	B-naive	increasing over time
BRI3	Time	0.359821555448051	0.00432737284620843	0.654607188701727	PTID4	B-naive	increasing over time
SVBP	Time	0.206719975481435	0.00432554469582733	0.555664660803979	PTID4	B-naive	increasing over time
PRRC2C	Time	0.268607543402641	0.00432403795251179	0.598398898534915	PTID4	B-naive	increasing over time
CNOT2	Time	0.520185649198614	0.00431878605390507	0.758426642347312	PTID4	B-naive	increasing over time
TMED2	Time	0.224457349238064	0.00431235387609219	0.568961550428171	PTID4	B-naive	increasing over time
ZNF720	Time	0.344527411688796	0.00431105759802272	0.650126436542121	PTID4	B-naive	increasing over time
THOC7	Time	0.0209140212246763	0.00430151515161414	0.269367600409103	PTID4	B-naive	increasing over time
MAX	Time	0.339991202580833	0.00429765586756076	0.647456516338514	PTID4	B-naive	increasing over time
IST1	Time	0.395395860675575	0.0042912196962622	0.68223512626332	PTID4	B-naive	increasing over time
FMR1	Time	0.272178969088214	0.00429062710637054	0.600034939019228	PTID4	B-naive	increasing over time
ZNF580	Time	0.509781520127447	0.00428989281407033	0.749717802742842	PTID4	B-naive	increasing over time
PHF6	Time	0.0578316565030073	0.00428504388755022	0.371351661491796	PTID4	B-naive	increasing over time
RSBN1L	Time	0.614613661809094	0.0042807901712999	0.807353455163205	PTID4	B-naive	increasing over time
KMT2C	Time	0.627668866258329	0.0042792251060752	0.815054276062236	PTID4	B-naive	increasing over time
GRK6	Time	0.278970326406319	0.00427492443359029	0.608643473583549	PTID4	B-naive	increasing over time
KTN1	Time	0.803181581995926	0.0042695336359263	0.904582310815345	PTID4	B-naive	increasing over time
MORC3	Time	0.597496365238906	0.00426539262406755	0.794094779867492	PTID4	B-naive	increasing over time
CWC15	Time	0.650845803830195	0.00425343968382319	0.827956346328367	PTID4	B-naive	increasing over time
FAM30A	Time	0.778124253182173	0.00425132067165263	0.889585294854214	PTID4	B-naive	increasing over time
NOL7	Time	0.117380664670619	0.00424693468103388	0.468968322603747	PTID4	B-naive	increasing over time
DIS3	Time	0.313408248762753	0.00423785536849386	0.635114625548035	PTID4	B-naive	increasing over time
ICE1	Time	0.351885915511225	0.0042344356408517	0.652125924474253	PTID4	B-naive	increasing over time
CLPX	Time	0.351298956695094	0.00421623767257853	0.652125924474253	PTID4	B-naive	increasing over time
EIF2AK2	Time	0.271038476012885	0.00421293064715852	0.599825889425912	PTID4	B-naive	increasing over time
CALCOCO1	Time	0.124231876758355	0.00420984094707194	0.474037380041297	PTID4	B-naive	increasing over time
PRMT1	Time	0.667891188624654	0.00420968098553437	0.836083038327591	PTID4	B-naive	increasing over time
DNAJB9	Time	0.0527498623525508	0.00419474397200864	0.360550220869048	PTID4	B-naive	increasing over time
MDFIC	Time	0.0936872880882867	0.00417821819846267	0.437583045184605	PTID4	B-naive	increasing over time
BRD7	Time	0.518946077924896	0.00417762005764755	0.758426642347312	PTID4	B-naive	increasing over time
PRELID3B	Time	0.119183833127973	0.00417451768317467	0.471338051412747	PTID4	B-naive	increasing over time
KIF5B	Time	0.510187611369755	0.00416675700049085	0.749989086392377	PTID4	B-naive	increasing over time
PCM1	Time	0.406933551858523	0.00416392732760312	0.691926022108704	PTID4	B-naive	increasing over time
BSG	Time	0.565133941123023	0.00416290664404043	0.783775872925813	PTID4	B-naive	increasing over time
NORAD	Time	0.343655508632602	0.00416098144031163	0.650044852550434	PTID4	B-naive	increasing over time
RSRC2	Time	0.0659780886312402	0.00415639620194586	0.390331908965239	PTID4	B-naive	increasing over time
FAM192A	Time	0.30361960985869	0.00415361767765432	0.628112145341929	PTID4	B-naive	increasing over time
SRP54	Time	0.0128956377887248	0.00414870333271708	0.221365662729425	PTID4	B-naive	increasing over time
DYRK2	Time	0.181051854760094	0.00414142845409834	0.533591290870296	PTID4	B-naive	increasing over time
AIMP1	Time	0.231351999825587	0.00412378924407303	0.570168055004304	PTID4	B-naive	increasing over time
TFDP2	Time	0.0995234953421306	0.00412374496618549	0.440245108807542	PTID4	B-naive	increasing over time
CDK11A	Time	0.466982084303987	0.00410442116724027	0.727800032154983	PTID4	B-naive	increasing over time
